DOMESTIC/REGIONAL AIRLINES,,,,,,,,,
CITY PAIR STATISTICS :  TRAFFIC ON BOARD BY STAGES,,,,,,,,,
REPORT PERIOD FROM 1 JANUARY 1984  TO 30 JUNE 1994,,,,,,,,,
Traffic covers both directions of each city pair.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
City Pair Route,,Year,Month,Revenue,Aircraft,Rev Pax,Distance,RPKs,ASKs
Industry Domestic/Regional,,,,Passengers,Trips,LF %,GC (klm),,
,,,,,,,,,
,,,,,,,,,
CFS,SYD,1992,8,"8,012",199,63.9,443,"3,549,316","5,554,485"
CFS,SYD,1992,9,"8,448",190,71.4,443,"3,742,464","5,241,546"
CFS,SYD,1992,10,"8,628",196,67.6,443,"3,822,204","5,654,148"
CFS,SYD,1992,11,"8,258",189,67.4,443,"3,658,294","5,427,736"
CFS,SYD,1992,12,"10,189",247,68.7,443,"4,513,727","6,570,199"
CFS,SYD,1993,1,"11,448",324,71.0,443,"5,071,464","7,142,907"
CFS,SYD,1993,2,"9,720",275,69.4,443,"4,305,960","6,204,553"
CFS,SYD,1993,3,"9,937",326,61.5,443,"4,402,091","7,157,872"
CFS,SYD,1993,4,"10,541",312,67.4,443,"4,669,663","6,928,283"
CFS,SYD,1993,5,"9,803",308,63.9,443,"4,342,729","6,796,133"
CFS,SYD,1993,6,"9,588",302,63.0,443,"4,247,484","6,742,038"
CFS,SYD,1993,7,"11,403",312,73.0,443,"5,051,529","6,919,903"
CFS,SYD,1993,8,"10,943",314,67.8,443,"4,847,749","7,150,072"
CFS,SYD,1993,9,"10,690",345,63.2,443,"4,735,670","7,493,149"
CFS,SYD,1993,10,"12,589",379,67.0,443,"5,576,927","8,323,772"
CFS,SYD,1993,11,"11,796",359,64.5,443,"5,225,628","8,101,749"
CFS,SYD,1993,12,"12,754",412,64.6,443,"5,650,022","8,746,164"
CFS,SYD,1994,1,"13,401",396,71.8,443,"5,936,643","8,268,305"
CFS,SYD,1994,2,"10,424",296,68.6,443,"4,617,832","6,731,534"
CFS,SYD,1994,3,"12,365",342,68.9,443,"5,477,695","7,950,210"
CFS,SYD,1994,4,"11,039",326,65.6,443,"4,890,277","7,454,691"
CFS,SYD,1994,5,"10,894",337,62.2,443,"4,826,042","7,758,910"
CFS,SYD,1994,6,"11,294",322,67.4,443,"5,003,242","7,423,208"
CNS,MEL,1985,8,32,1,15.2,"2,311","73,952","486,526"
CNS,MEL,1985,9,0,1,0.0,"2,311",0,#DIV/0!
CNS,MEL,1986,8,910,12,67.4,"2,311","2,103,010","3,120,193"
CNS,MEL,1986,9,477,6,72.9,"2,311","1,102,347","1,512,136"
CNS,MEL,1986,10,89,1,81.7,"2,311","205,679","251,749"
CNS,MEL,1987,1,194,2,78.9,"2,311","448,334","568,231"
CNS,MEL,1987,3,368,5,55.3,"2,311","850,448","1,537,881"
CNS,MEL,1987,4,270,6,41.3,"2,311","623,970","1,510,823"
CNS,MEL,1987,5,149,3,45.6,"2,311","344,339","755,129"
CNS,MEL,1987,6,"1,743",20,64.8,"2,311","4,028,073","6,216,162"
CNS,MEL,1987,7,"2,274",24,74.3,"2,311","5,255,214","7,072,966"
CNS,MEL,1987,8,"1,948",20,89.4,"2,311","4,501,828","5,035,602"
CNS,MEL,1987,9,"2,307",26,77.6,"2,311","5,331,477","6,870,460"
CNS,MEL,1987,10,"2,015",22,81.6,"2,311","4,656,665","5,706,697"
CNS,MEL,1987,11,230,4,52.8,"2,311","531,530","1,006,686"
CNS,MEL,1987,12,273,3,83.5,"2,311","630,903","755,572"
CNS,MEL,1988,1,73,1,67.0,"2,311","168,703","251,796"
CNS,MEL,1988,3,159,2,72.9,"2,311","367,449","504,045"
CNS,MEL,1988,4,503,9,51.3,"2,311","1,162,433","2,265,951"
CNS,MEL,1988,5,568,9,57.9,"2,311","1,312,648","2,267,095"
CNS,MEL,1988,6,"1,517",15,74.3,"2,311","3,505,787","4,718,421"
CNS,MEL,1988,7,"3,912",39,84.5,"2,311","9,040,632","10,698,973"
CNS,MEL,1988,8,"2,376",23,94.8,"2,311","5,490,936","5,792,127"
CNS,MEL,1988,9,"2,467",23,94.4,"2,311","5,701,237","6,039,446"
CNS,MEL,1988,10,"2,959",29,87.0,"2,311","6,838,249","7,860,056"
CNS,MEL,1988,11,527,7,69.1,"2,311","1,217,897","1,762,514"
CNS,MEL,1988,12,405,5,74.3,"2,311","935,955","1,259,697"
CNS,MEL,1989,1,797,9,78.4,"2,311","1,841,867","2,349,320"
CNS,MEL,1989,2,136,2,62.4,"2,311","314,296","503,679"
CNS,MEL,1989,3,235,3,71.9,"2,311","543,085","755,334"
CNS,MEL,1989,4,857,12,60.8,"2,311","1,980,527","3,257,446"
CNS,MEL,1989,5,664,9,67.7,"2,311","1,534,504","2,266,623"
CNS,MEL,1989,6,"1,609",19,71.0,"2,311","3,718,399","5,237,182"
CNS,MEL,1989,7,"3,606",38,84.5,"2,311","8,333,466","9,862,090"
CNS,MEL,1989,8,"1,730",17,90.0,"2,311","3,998,030","4,442,256"
CNS,MEL,1989,10,"1,022",8,88.0,"2,311","2,361,842","2,683,911"
CNS,MEL,1989,11,469,4,91.6,"2,311","1,083,859","1,183,252"
CNS,MEL,1989,12,175,2,40.3,"2,311","404,425","1,003,536"
CNS,MEL,1990,4,246,2,103.4,"2,311","568,506","549,812"
CNS,MEL,1990,5,0,1,0.0,"2,311",0,#DIV/0!
CNS,MEL,1990,6,130,3,40.1,"2,311","300,430","749,202"
CNS,MEL,1990,7,"2,941",28,84.4,"2,311","6,796,651","8,052,904"
CNS,MEL,1990,8,833,8,87.7,"2,311","1,925,063","2,195,055"
CNS,MEL,1990,9,"1,461",16,81.2,"2,311","3,376,371","4,158,092"
CNS,MEL,1990,10,"1,167",13,75.6,"2,311","2,696,937","3,567,377"
CNS,MEL,1990,11,40,1,30.3,"2,311","92,440","305,083"
CNS,MEL,1990,12,189,2,89.2,"2,311","436,779","489,663"
CNS,MEL,1991,1,312,4,73.6,"2,311","721,032","979,663"
CNS,MEL,1991,2,129,4,30.4,"2,311","298,119","980,655"
CNS,MEL,1991,3,"1,280",12,79.6,"2,311","2,958,080","3,716,181"
CNS,MEL,1991,4,"4,249",35,57.1,"2,311","9,819,439","17,196,916"
CNS,MEL,1991,5,"2,229",16,104.0,"2,311","5,151,219","4,953,095"
CNS,MEL,1991,6,"4,440",24,98.0,"2,311","10,260,840","10,470,245"
CNS,MEL,1991,7,"7,317",56,91.6,"2,311","16,909,587","18,460,248"
CNS,MEL,1991,8,"5,728",36,99.3,"2,311","13,237,408","13,330,723"
CNS,MEL,1991,9,"6,538",47,92.5,"2,311","15,109,318","16,334,398"
CNS,MEL,1991,10,"5,863",45,89.2,"2,311","13,549,393","15,189,902"
CNS,MEL,1991,11,"1,740",14,60.6,"2,311","4,021,140","6,635,545"
CNS,MEL,1991,12,"1,044",7,76.7,"2,311","2,412,684","3,145,611"
CNS,MEL,1992,1,"1,902",12,77.3,"2,311","4,395,522","5,686,316"
CNS,MEL,1992,4,"2,355",20,82.1,"2,311","5,442,405","6,628,995"
CNS,MEL,1992,5,957,8,72.7,"2,311","2,211,627","3,042,128"
CNS,MEL,1992,6,"2,618",16,94.0,"2,311","6,050,198","6,436,381"
CNS,MEL,1992,7,"4,668",42,84.5,"2,311","10,787,748","12,766,566"
CNS,MEL,1992,8,"4,907",40,88.9,"2,311","11,340,077","12,755,992"
CNS,MEL,1992,9,"4,205",35,87.7,"2,311","9,717,755","11,080,678"
CNS,MEL,1992,10,"4,906",40,86.4,"2,311","11,337,766","13,122,414"
CNS,MEL,1992,11,"3,072",37,73.4,"2,311","7,099,392","9,672,196"
CNS,MEL,1992,12,"2,268",32,62.4,"2,311","5,241,348","8,399,596"
CNS,MEL,1993,1,"3,211",36,83.2,"2,311","7,420,621","8,919,016"
CNS,MEL,1993,2,"1,056",14,55.9,"2,311","2,440,416","4,365,682"
CNS,MEL,1993,3,"1,871",16,81.9,"2,311","4,323,881","5,279,464"
CNS,MEL,1993,4,"1,711",14,82.0,"2,311","3,954,121","4,822,099"
CNS,MEL,1993,5,"2,763",24,80.9,"2,311","6,385,293","7,892,822"
CNS,MEL,1993,6,"2,143",18,83.7,"2,311","4,952,473","5,916,933"
CNS,MEL,1993,7,"5,095",52,80.7,"2,311","11,774,545","14,590,514"
CNS,MEL,1993,8,"3,600",32,90.6,"2,311","8,319,600","9,182,781"
CNS,MEL,1993,9,"4,336",36,91.0,"2,311","10,020,496","11,011,534"
CNS,MEL,1993,10,"4,571",41,90.0,"2,311","10,563,581","11,737,312"
CNS,MEL,1993,11,"1,798",17,84.0,"2,311","4,155,178","4,946,640"
CNS,MEL,1993,12,"1,697",19,72.5,"2,311","3,921,767","5,409,334"
CNS,MEL,1994,1,"3,018",29,83.1,"2,311","6,974,598","8,393,018"
CNS,MEL,1994,2,"1,184",14,67.6,"2,311","2,736,224","4,047,669"
CNS,MEL,1994,3,"1,979",19,79.0,"2,311","4,573,469","5,789,201"
CNS,MEL,1994,4,"3,326",34,74.9,"2,311","7,686,386","10,262,198"
CNS,MEL,1994,5,"3,155",34,74.0,"2,311","7,291,205","9,852,980"
CNS,MEL,1994,6,"3,753",32,89.4,"2,311","8,673,183","9,701,547"
CNS,SYD,1984,3,77,1,75.5,"1,971","151,767","201,016"
CNS,SYD,1984,4,19,1,18.6,"1,971","37,449","201,339"
CNS,SYD,1984,5,231,3,75.5,"1,971","455,301","603,048"
CNS,SYD,1984,6,119,2,61.3,"1,971","234,549","382,625"
CNS,SYD,1984,8,135,2,66.2,"1,971","266,085","401,941"
CNS,SYD,1984,9,215,2,87.4,"1,971","423,765","484,857"
CNS,SYD,1984,10,145,1,100.7,"1,971","285,795","283,808"
CNS,SYD,1984,11,184,2,74.8,"1,971","362,664","484,845"
CNS,SYD,1984,12,341,4,75.8,"1,971","672,111","886,690"
CNS,SYD,1985,1,61,1,66.3,"1,971","120,231","181,344"
CNS,SYD,1985,3,129,2,66.5,"1,971","254,259","382,344"
CNS,SYD,1985,4,105,1,102.9,"1,971","206,955","201,122"
CNS,SYD,1985,5,288,3,66.7,"1,971","567,648","851,046"
CNS,SYD,1985,6,306,5,48.9,"1,971","603,126","1,233,387"
CNS,SYD,1985,7,164,3,48.5,"1,971","323,244","666,482"
CNS,SYD,1985,8,96,2,49.5,"1,971","189,216","382,255"
CNS,SYD,1985,9,456,6,74.3,"1,971","898,776","1,209,658"
CNS,SYD,1985,10,83,1,90.2,"1,971","163,593","181,367"
CNS,SYD,1985,11,701,10,61.6,"1,971","1,381,671","2,242,972"
CNS,SYD,1985,12,699,9,55.7,"1,971","1,377,729","2,473,481"
CNS,SYD,1986,1,636,6,73.6,"1,971","1,253,556","1,703,201"
CNS,SYD,1986,2,517,7,57.2,"1,971","1,019,007","1,781,481"
CNS,SYD,1986,3,"1,250",23,49.8,"1,971","2,463,750","4,947,289"
CNS,SYD,1986,4,"2,336",29,69.1,"1,971","4,604,256","6,663,178"
CNS,SYD,1986,5,"2,751",25,76.1,"1,971","5,422,221","7,125,126"
CNS,SYD,1986,6,"2,119",21,74.5,"1,971","4,176,549","5,606,106"
CNS,SYD,1986,7,"2,488",21,92.6,"1,971","4,903,848","5,295,732"
CNS,SYD,1986,8,"4,812",37,90.9,"1,971","9,484,452","10,433,941"
CNS,SYD,1986,9,"3,738",36,78.2,"1,971","7,367,598","9,421,481"
CNS,SYD,1986,10,"3,111",27,81.5,"1,971","6,131,781","7,523,658"
CNS,SYD,1986,11,"3,387",36,77.3,"1,971","6,675,777","8,636,193"
CNS,SYD,1986,12,"2,518",31,67.4,"1,971","4,962,978","7,363,469"
CNS,SYD,1987,1,"3,428",38,73.7,"1,971","6,756,588","9,167,691"
CNS,SYD,1987,2,"1,786",22,73.4,"1,971","3,520,206","4,795,921"
CNS,SYD,1987,3,"2,211",27,70.5,"1,971","4,357,881","6,181,391"
CNS,SYD,1987,4,"2,724",30,73.9,"1,971","5,369,004","7,265,229"
CNS,SYD,1987,5,"3,285",39,73.6,"1,971","6,474,735","8,797,194"
CNS,SYD,1987,6,"2,959",33,80.7,"1,971","5,832,189","7,227,000"
CNS,SYD,1987,7,"7,063",67,84.4,"1,971","13,921,173","16,494,281"
CNS,SYD,1987,8,"5,057",47,91.2,"1,971","9,967,347","10,929,109"
CNS,SYD,1987,9,"5,024",53,83.2,"1,971","9,902,304","11,901,808"
CNS,SYD,1987,10,"6,625",66,85.1,"1,971","13,057,875","15,344,154"
CNS,SYD,1987,11,"4,631",51,76.2,"1,971","9,127,701","11,978,610"
CNS,SYD,1987,12,"3,916",46,74.0,"1,971","7,718,436","10,430,319"
CNS,SYD,1988,1,"4,660",51,79.4,"1,971","9,184,860","11,567,834"
CNS,SYD,1988,2,"3,002",37,73.2,"1,971","5,916,942","8,083,254"
CNS,SYD,1988,3,"3,806",41,80.7,"1,971","7,501,626","9,295,695"
CNS,SYD,1988,4,"5,398",53,79.6,"1,971","10,639,458","13,366,153"
CNS,SYD,1988,5,"5,166",59,76.6,"1,971","10,182,186","13,292,671"
CNS,SYD,1988,6,"4,447",48,83.3,"1,971","8,765,037","10,522,253"
CNS,SYD,1988,7,"10,255",93,88.2,"1,971","20,212,605","22,916,786"
CNS,SYD,1988,8,"7,427",70,93.0,"1,971","14,638,617","15,740,448"
CNS,SYD,1988,9,"7,515",70,90.6,"1,971","14,812,065","16,348,858"
CNS,SYD,1988,10,"7,398",76,83.0,"1,971","14,581,458","17,568,022"
CNS,SYD,1988,11,"5,538",64,76.4,"1,971","10,915,398","14,287,170"
CNS,SYD,1988,12,"5,260",63,73.2,"1,971","10,367,460","14,163,197"
CNS,SYD,1989,1,"5,424",63,79.0,"1,971","10,690,704","13,532,537"
CNS,SYD,1989,2,"3,883",53,67.2,"1,971","7,653,393","11,388,978"
CNS,SYD,1989,3,"5,341",62,78.6,"1,971","10,527,111","13,393,271"
CNS,SYD,1989,4,"5,400",65,72.0,"1,971","10,643,400","14,782,500"
CNS,SYD,1989,5,"4,361",58,65.8,"1,971","8,595,531","13,063,117"
CNS,SYD,1989,6,"6,482",72,77.2,"1,971","12,776,022","16,549,251"
CNS,SYD,1989,7,"10,004",101,85.9,"1,971","19,717,884","22,954,463"
CNS,SYD,1989,8,"6,828",59,88.5,"1,971","13,457,988","15,206,766"
CNS,SYD,1989,9,"5,936",28,90.4,"1,971","11,699,856","12,942,319"
CNS,SYD,1989,10,"5,606",28,97.1,"1,971","11,049,426","11,379,429"
CNS,SYD,1989,11,"5,201",27,86.9,"1,971","10,251,171","11,796,514"
CNS,SYD,1989,12,"4,588",35,65.9,"1,971","9,042,948","13,722,228"
CNS,SYD,1990,1,"3,561",34,75.8,"1,971","7,018,731","9,259,540"
CNS,SYD,1990,2,448,7,57.3,"1,971","883,008","1,541,026"
CNS,SYD,1990,3,"3,652",52,63.5,"1,971","7,198,092","11,335,578"
CNS,SYD,1990,4,"7,872",84,82.9,"1,971","15,515,712","18,716,179"
CNS,SYD,1990,5,"5,491",76,66.8,"1,971","10,822,761","16,201,738"
CNS,SYD,1990,6,"7,917",89,78.5,"1,971","15,604,407","19,878,225"
CNS,SYD,1990,7,"11,769",113,88.9,"1,971","23,196,699","26,093,025"
CNS,SYD,1990,8,"10,107",97,89.2,"1,971","19,920,897","22,332,844"
CNS,SYD,1990,9,"10,612",102,86.0,"1,971","20,916,252","24,321,223"
CNS,SYD,1990,10,"10,806",106,85.6,"1,971","21,298,626","24,881,572"
CNS,SYD,1990,11,"9,051",98,78.0,"1,971","17,839,521","22,871,181"
CNS,SYD,1990,12,"9,394",110,72.2,"1,971","18,515,574","25,644,839"
CNS,SYD,1991,1,"10,626",107,82.8,"1,971","20,943,846","25,294,500"
CNS,SYD,1991,2,"6,013",86,60.1,"1,971","11,851,623","19,719,839"
CNS,SYD,1991,3,"9,804",122,65.2,"1,971","19,323,684","29,637,552"
CNS,SYD,1991,4,"11,466",118,77.6,"1,971","22,599,486","29,123,049"
CNS,SYD,1991,5,"12,848",133,70.4,"1,971","25,323,408","35,970,750"
CNS,SYD,1991,6,"18,999",143,89.5,"1,971","37,447,029","41,840,256"
CNS,SYD,1991,7,"22,469",164,94.3,"1,971","44,286,399","46,963,308"
CNS,SYD,1991,8,"22,836",153,96.8,"1,971","45,009,756","46,497,682"
CNS,SYD,1991,9,"22,477",152,96.5,"1,971","44,302,167","45,908,981"
CNS,SYD,1991,10,"23,610",172,91.4,"1,971","46,535,310","50,913,906"
CNS,SYD,1991,11,"18,900",154,81.1,"1,971","37,251,900","45,933,292"
CNS,SYD,1991,12,"18,175",151,83.1,"1,971","35,822,925","43,108,213"
CNS,SYD,1992,1,"18,448",149,89.0,"1,971","36,361,008","40,855,065"
CNS,SYD,1992,2,"12,947",115,85.3,"1,971","25,518,537","29,916,222"
CNS,SYD,1992,3,"16,859",154,82.3,"1,971","33,229,089","40,375,564"
CNS,SYD,1992,4,"16,332",148,83.4,"1,971","32,190,372","38,597,568"
CNS,SYD,1992,5,"15,231",148,79.9,"1,971","30,020,301","37,572,342"
CNS,SYD,1992,6,"15,673",143,86.3,"1,971","30,891,483","35,795,461"
CNS,SYD,1992,7,"19,507",176,86.5,"1,971","38,448,297","44,448,898"
CNS,SYD,1992,8,"18,558",169,89.9,"1,971","36,577,818","40,687,228"
CNS,SYD,1992,9,"19,263",172,82.7,"1,971","37,967,373","45,909,762"
CNS,SYD,1992,10,"21,462",175,81.8,"1,971","42,301,602","51,713,450"
CNS,SYD,1992,11,"15,724",157,78.9,"1,971","30,992,004","39,280,106"
CNS,SYD,1992,12,"15,153",154,78.5,"1,971","29,866,563","38,046,577"
CNS,SYD,1993,1,"17,791",165,84.9,"1,971","35,066,061","41,302,781"
CNS,SYD,1993,2,"16,127",176,72.0,"1,971","31,786,317","44,147,663"
CNS,SYD,1993,3,"20,227",194,81.7,"1,971","39,867,417","48,797,328"
CNS,SYD,1993,4,"24,468",205,86.9,"1,971","48,226,428","55,496,465"
CNS,SYD,1993,5,"23,312",218,79.7,"1,971","45,947,952","57,651,132"
CNS,SYD,1993,6,"26,749",216,84.9,"1,971","52,722,279","62,099,269"
CNS,SYD,1993,7,"52,418",316,82.1,"1,971","103,315,878","125,841,508"
CNS,SYD,1993,8,"52,199",298,87.1,"1,971","102,884,229","118,121,962"
CNS,SYD,1993,9,"49,690",304,80.1,"1,971","97,938,990","122,270,899"
CNS,SYD,1993,10,"55,406",330,82.1,"1,971","109,205,226","133,014,892"
CNS,SYD,1993,11,"47,068",283,82.2,"1,971","92,771,028","112,860,131"
CNS,SYD,1993,12,"45,019",299,75.9,"1,971","88,732,449","116,907,047"
CNS,SYD,1994,1,"48,029",346,72.0,"1,971","94,665,159","131,479,388"
CNS,SYD,1994,2,"37,621",248,74.4,"1,971","74,150,991","99,665,310"
CNS,SYD,1994,3,"44,977",306,76.7,"1,971","88,649,667","115,579,748"
CNS,SYD,1994,4,"46,610",374,67.6,"1,971","91,868,310","135,899,867"
CNS,SYD,1994,5,"41,340",381,58.7,"1,971","81,481,140","138,809,438"
CNS,SYD,1994,6,"47,442",379,67.8,"1,971","93,508,182","137,917,673"
DBO,SYD,1984,1,"4,708",136,64.1,310,"1,459,480","2,276,880"
DBO,SYD,1984,2,"4,622",129,65.3,310,"1,432,820","2,194,211"
DBO,SYD,1984,3,"4,574",124,67.4,310,"1,417,940","2,103,769"
DBO,SYD,1984,4,"5,122",134,71.5,310,"1,587,820","2,220,727"
DBO,SYD,1984,5,"5,621",141,74.2,310,"1,742,510","2,348,396"
DBO,SYD,1984,6,"5,771",154,73.1,310,"1,789,010","2,447,346"
DBO,SYD,1984,7,"5,376",145,67.9,310,"1,666,560","2,454,433"
DBO,SYD,1984,8,"5,685",136,73.9,310,"1,762,350","2,384,777"
DBO,SYD,1984,9,"6,036",162,68.0,310,"1,871,160","2,751,706"
DBO,SYD,1984,10,"6,591",154,80.2,310,"2,043,210","2,547,643"
DBO,SYD,1984,11,"5,908",147,75.9,310,"1,831,480","2,413,017"
DBO,SYD,1984,12,"5,306",138,73.3,310,"1,644,860","2,244,011"
DBO,SYD,1985,1,"5,104",162,61.1,310,"1,582,240","2,589,591"
DBO,SYD,1985,2,"5,432",135,76.2,310,"1,683,920","2,209,869"
DBO,SYD,1985,3,"6,015",157,72.6,310,"1,864,650","2,568,388"
DBO,SYD,1985,4,"6,221",156,78.4,310,"1,928,510","2,459,834"
DBO,SYD,1985,5,"6,629",167,74.8,310,"2,054,990","2,747,313"
DBO,SYD,1985,6,"5,640",154,71.2,310,"1,748,400","2,455,618"
DBO,SYD,1985,7,"5,295",149,67.2,310,"1,641,450","2,442,634"
DBO,SYD,1985,8,"6,029",158,72.8,310,"1,868,990","2,567,294"
DBO,SYD,1985,9,"5,871",155,72.7,310,"1,820,010","2,503,453"
DBO,SYD,1985,10,"6,383",169,73.8,310,"1,978,730","2,681,206"
DBO,SYD,1985,11,"5,930",150,75.4,310,"1,838,300","2,438,064"
DBO,SYD,1985,12,"5,504",157,66.8,310,"1,706,240","2,554,251"
DBO,SYD,1986,1,"4,755",146,62.0,310,"1,474,050","2,377,500"
DBO,SYD,1986,2,"5,143",140,69.6,310,"1,594,330","2,290,704"
DBO,SYD,1986,3,"6,398",164,74.4,310,"1,983,380","2,665,833"
DBO,SYD,1986,4,"6,628",166,76.2,310,"2,054,680","2,696,430"
DBO,SYD,1986,5,"6,054",157,74.1,310,"1,876,740","2,532,713"
DBO,SYD,1986,6,"5,528",151,72.4,310,"1,713,680","2,366,961"
DBO,SYD,1986,7,"5,453",164,65.7,310,"1,690,430","2,572,953"
DBO,SYD,1986,8,"5,779",158,73.1,310,"1,791,490","2,450,739"
DBO,SYD,1986,9,"5,811",155,71.6,310,"1,801,410","2,515,936"
DBO,SYD,1986,10,"6,394",164,75.1,310,"1,982,140","2,639,334"
DBO,SYD,1986,11,"5,445",147,70.1,310,"1,687,950","2,407,917"
DBO,SYD,1986,12,"5,413",160,68.1,310,"1,678,030","2,464,068"
DBO,SYD,1987,1,"4,088",142,59.2,310,"1,267,280","2,140,676"
DBO,SYD,1987,2,"4,862",143,67.2,310,"1,507,220","2,242,887"
DBO,SYD,1987,3,"5,490",147,71.6,310,"1,701,900","2,376,955"
DBO,SYD,1987,4,"6,119",151,77.3,310,"1,896,890","2,453,933"
DBO,SYD,1987,5,"4,296",116,70.9,310,"1,331,760","1,878,364"
DBO,SYD,1987,6,"5,357",146,70.9,310,"1,660,670","2,342,271"
DBO,SYD,1987,7,"5,662",146,75.5,310,"1,755,220","2,324,795"
DBO,SYD,1987,8,"5,062",143,67.8,310,"1,569,220","2,314,484"
DBO,SYD,1987,9,"5,590",148,74.3,310,"1,732,900","2,332,301"
DBO,SYD,1987,10,"4,602",118,76.3,310,"1,426,620","1,869,751"
DBO,SYD,1987,11,"5,378",143,73.2,310,"1,667,180","2,277,568"
DBO,SYD,1987,12,"5,496",156,68.9,310,"1,703,760","2,472,801"
DBO,SYD,1988,1,"4,182",139,59.7,310,"1,296,420","2,171,558"
DBO,SYD,1988,2,"4,713",138,68.7,310,"1,461,030","2,126,681"
DBO,SYD,1988,3,"5,772",192,72.3,310,"1,789,320","2,474,855"
DBO,SYD,1988,4,"5,601",274,66.4,310,"1,736,310","2,614,925"
DBO,SYD,1988,5,"5,990",309,68.5,310,"1,856,900","2,710,803"
DBO,SYD,1988,6,"5,983",334,65.9,310,"1,854,730","2,814,461"
DBO,SYD,1988,7,"6,126",412,56.2,310,"1,899,060","3,379,110"
DBO,SYD,1988,8,"6,558",389,60.3,310,"2,032,980","3,371,443"
DBO,SYD,1988,9,"6,840",338,61.3,310,"2,120,400","3,459,054"
DBO,SYD,1988,10,"6,720",361,62.7,310,"2,083,200","3,322,488"
DBO,SYD,1988,11,"6,897",348,62.7,310,"2,138,070","3,410,000"
DBO,SYD,1988,12,"6,321",375,55.4,310,"1,959,510","3,537,022"
DBO,SYD,1989,1,"5,475",433,46.3,310,"1,697,250","3,665,767"
DBO,SYD,1989,2,"4,744",248,45.9,310,"1,470,640","3,204,009"
DBO,SYD,1989,3,"6,836",442,50.6,310,"2,119,160","4,188,063"
DBO,SYD,1989,4,"4,551",238,41.5,310,"1,410,810","3,399,542"
DBO,SYD,1989,5,"5,699",281,47.7,310,"1,766,690","3,703,753"
DBO,SYD,1989,6,"6,075",242,56.6,310,"1,883,250","3,327,297"
DBO,SYD,1989,7,"5,894",375,47.9,310,"1,827,140","3,814,489"
DBO,SYD,1989,8,"4,291",269,48.0,310,"1,330,210","2,771,271"
DBO,SYD,1989,9,"2,676",272,52.0,310,"829,560","1,595,308"
DBO,SYD,1989,10,"4,619",331,63.3,310,"1,431,890","2,262,070"
DBO,SYD,1989,11,"3,883",264,61.5,310,"1,203,730","1,957,285"
DBO,SYD,1989,12,"3,858",242,62.1,310,"1,195,980","1,925,894"
DBO,SYD,1990,1,"3,215",270,44.4,310,"996,650","2,244,707"
DBO,SYD,1990,2,"4,472",379,4.8,310,"1,386,320","28,881,667"
DBO,SYD,1990,3,"5,101",404,44.7,310,"1,581,310","3,537,606"
DBO,SYD,1990,4,"7,280",457,68.9,310,"2,256,800","3,275,472"
DBO,SYD,1990,5,"6,479",363,64.1,310,"2,008,490","3,133,370"
DBO,SYD,1990,6,"6,277",353,54.5,310,"1,945,870","3,570,404"
DBO,SYD,1990,7,"8,046",484,50.6,310,"2,494,260","4,929,368"
DBO,SYD,1990,8,"6,739",350,60.4,310,"2,089,090","3,458,758"
DBO,SYD,1990,9,"7,342",337,63.2,310,"2,276,020","3,601,297"
DBO,SYD,1990,10,"9,168",396,63.0,310,"2,842,080","4,511,238"
DBO,SYD,1990,11,"7,670",306,65.0,310,"2,377,700","3,658,000"
DBO,SYD,1990,12,"6,573",287,62.2,310,"2,037,630","3,275,932"
DBO,SYD,1991,1,"6,374",309,54.3,310,"1,975,940","3,638,932"
DBO,SYD,1991,2,"4,449",237,57.5,310,"1,379,190","2,398,591"
DBO,SYD,1991,3,"5,801",280,57.8,310,"1,798,310","3,111,263"
DBO,SYD,1991,4,"5,175",289,48.7,310,"1,604,250","3,294,148"
DBO,SYD,1991,5,"4,452",217,57.8,310,"1,380,120","2,387,751"
DBO,SYD,1991,6,"4,054",212,54.6,310,"1,256,740","2,301,722"
DBO,SYD,1991,7,"4,721",237,55.7,310,"1,463,510","2,627,487"
DBO,SYD,1991,8,"4,651",219,58.8,310,"1,441,810","2,452,058"
DBO,SYD,1991,9,"7,324",372,62.8,310,"2,270,440","3,615,350"
DBO,SYD,1991,10,"8,341",419,63.4,310,"2,585,710","4,078,407"
DBO,SYD,1991,11,"7,757",398,61.5,310,"2,404,670","3,910,033"
DBO,SYD,1991,12,"6,801",341,63.5,310,"2,108,310","3,320,173"
DBO,SYD,1992,1,"6,352",353,56.6,310,"1,969,120","3,479,011"
DBO,SYD,1992,2,"6,147",345,57.4,310,"1,905,570","3,319,808"
DBO,SYD,1992,3,"6,205",373,54.2,310,"1,923,550","3,548,985"
DBO,SYD,1992,4,"7,439",436,54.2,310,"2,306,090","4,254,779"
DBO,SYD,1992,5,"6,807",400,54.9,310,"2,110,170","3,843,661"
DBO,SYD,1992,6,"7,022",413,54.1,310,"2,176,820","4,023,697"
DBO,SYD,1992,7,"6,556",403,51.5,310,"2,032,360","3,946,330"
DBO,SYD,1992,8,"5,836",368,51.2,310,"1,809,160","3,533,516"
DBO,SYD,1992,9,"6,155",362,54.9,310,"1,908,050","3,475,501"
DBO,SYD,1992,10,"9,720",446,65.7,310,"3,013,200","4,586,301"
DBO,SYD,1992,11,"6,461",376,55.2,310,"2,002,910","3,628,460"
DBO,SYD,1992,12,"6,634",382,55.5,310,"2,056,540","3,705,477"
